,purchase_price,sale_price,purchase_q_since_1970,sale_q_since_1970
25002,230,360,25,48
25003,260,320,18,25
25004,353,595,13,49
25005,220,365,23,37
25006,240,359,6,27
25007,375,395,18,23
25008,500,830,26,55
25009,182,265,25,54
25010,1219,1390,37,44
25011,375,449,24,30
25012,480,740,30,39
25013,370,370,61,63
25014,194,330,17,34
25015,329,384,14,16
25016,225,390,2,26
25017,510,882,13,37
25018,330,740,1,36
25019,254,335,7,31
25020,390,625,29,43
25021,345,435,12,15
25022,185,260,6,26
25023,321,530,17,35
25024,315,565,9,53
25025,492,610,38,45
25026,220,270,1,9
25027,310,379,14,21
25028,160,475,2,55
25029,400,495,21,34
25030,280,420,24,31
25031,575,620,33,35
25032,304,490,11,33
25033,280,485,5,26
25034,180,365,3,54
25035,545,650,11,28
25036,260,637,9,37
25037,220,240,32,34
25038,275,330,3,19
25039,460,460,27,34
25040,250,265,7,10
25041,129,159,3,31
25042,277,308,24,31
25043,183,265,2,27
25044,259,350,21,33
25045,290,403,23,32
25046,285,439,8,32
25047,225,445,36,43
25048,350,495,25,34
25049,440,780,27,37
25050,180,334,20,56
25051,260,713,8,33
25052,310,450,36,52
25053,280,560,14,46
25054,1000,1450,30,36
25055,565,640,31,49
25056,340,385,27,32
25057,325,435,9,23
25058,160,190,23,29
25059,530,1060,24,36
25060,300,360,15,26
25061,1035,1435,25,33
25062,295,356,12,18
25063,800,870,64,65
25064,380,660,3,26
25065,239,599,1,38
25066,469,469,32,33
25067,230,560,31,37
25068,219,299,1,3
25069,1100,1100,37,46
25070,178,320,8,27
25071,320,720,27,37
25072,600,620,37,53
25073,285,385,26,30
25074,780,900,30,33
25075,535,1580,5,45
25076,500,640,33,49
25077,230,560,21,59
25078,295,399,4,26
25079,780,840,35,50
25080,320,468,27,35
25081,360,440,22,31
25082,255,315,12,27
25083,719,765,39,44
25084,340,520,29,48
25085,210,420,5,30
25086,197,285,26,56
25087,199,375,31,59
25088,175,300,16,35
25089,275,480,14,50
25090,427,790,6,37
25091,790,900,37,44
25092,510,645,25,31
25093,180,419,5,55
25094,345,450,38,51
25095,470,535,9,14
25096,460,550,32,35
25097,285,440,5,29
25098,300,310,10,23
25099,250,325,8,12
25100,519,1525,1,36
25101,1525,1525,36,49
25102,250,490,15,47
25103,488,640,35,52
25104,465,520,31,33
25105,252,370,26,48
25106,345,595,23,46
25107,425,510,34,51
25108,285,540,11,53
25109,262,379,16,31
25110,425,450,13,17
25111,420,640,26,61
25112,815,830,62,64
25113,185,380,6,31
25114,380,580,30,61
25115,430,480,29,32
25116,450,1188,7,46
25117,320,410,13,20
25118,390,850,31,35
25119,420,799,23,55
25120,298,380,22,34
25121,600,875,21,50
25122,365,385,26,29
25123,330,535,26,31
25124,340,730,11,49
25125,253,305,7,26
25126,610,695,31,57
25127,519,549,55,62
25128,750,850,25,30
25129,160,200,2,11
25130,340,720,15,46
25131,720,750,46,56
25132,794,1210,26,53
25133,188,250,5,23
25134,230,289,6,12
25135,240,685,2,38
25136,670,785,35,54
25137,201,299,22,58
25138,270,350,5,21
25139,290,500,15,33
25140,240,503,6,53
25141,260,340,28,34
25142,350,450,11,21
25143,452,720,24,36
25144,285,490,23,35
25145,180,330,36,55
25146,315,390,24,30
25147,245,265,3,31
25148,389,389,36,37
25149,915,915,33,35
25150,245,340,10,26
25151,300,320,29,30
25152,354,354,35,36
25153,220,460,9,35
25154,300,845,20,39
25155,639,760,27,52
25156,1250,1750,60,66
25157,730,810,55,66
25158,369,389,36,37
25159,400,530,29,55
25160,385,549,28,37
25161,200,229,12,26
25162,485,700,24,39
25163,450,1550,5,39
25164,295,520,1,28
25165,300,437,13,26
25166,280,370,12,22
25167,370,680,22,43
25168,239,350,12,30
25169,335,350,23,30
25170,375,425,17,25
25171,440,600,26,35
25172,295,439,25,39
25173,190,309,13,32
25174,479,560,33,38
25175,350,600,25,53
25176,350,550,29,38
25177,340,400,32,37
25178,480,830,23,61
25179,347,350,21,22
25180,551,555,34,35
25181,410,555,30,57
25182,235,440,14,36
25183,270,560,19,37
25184,376,530,5,23
25185,370,450,34,38
25186,349,350,13,28
25187,788,1480,18,36
25188,425,655,29,39
25189,240,319,14,27
25190,210,280,10,16
25191,584,720,58,62
25192,550,730,25,39
25193,550,1240,11,45
25194,240,380,25,36
25195,580,580,61,63
25196,380,780,29,38
25197,280,560,9,32
25198,550,645,31,37
25199,420,640,24,49
25200,365,395,31,32
25201,395,470,32,37
25202,225,304,7,14
25203,335,680,3,53
25204,220,330,7,33
25205,330,400,33,39
25206,440,600,27,35
25207,440,540,27,32
25208,580,670,39,54
25209,220,450,26,38
25210,600,630,27,50
25211,410,785,9,36
25212,340,460,24,46
25213,275,379,23,31
25214,360,569,10,37
25215,390,475,28,34
25216,420,780,13,38
25217,290,500,22,46
25218,430,600,18,29
25219,200,340,39,48
25220,365,770,11,39
25221,500,900,30,56
25222,390,600,28,45
25223,700,840,36,61
25224,339,350,26,34
25225,370,540,26,35
25226,286,350,13,24
25227,220,249,11,14
25228,280,481,16,33
25229,481,560,33,38
25230,290,480,29,36
25231,460,650,27,50
25232,182,344,12,33
25233,340,660,23,54
25234,415,450,31,35
25235,545,627,28,31
25236,255,265,5,7
25237,243,518,8,37
25238,446,446,30,31
25239,363,610,22,61
25240,299,555,15,36
25241,285,430,8,30
25242,390,470,29,39
25243,345,875,2,46
25244,560,670,30,49
25245,280,665,11,46
25246,193,210,3,32
25247,266,350,14,19
25248,630,900,27,53
25249,640,1035,24,37
25250,350,420,18,30
25251,315,365,7,17
25252,239,240,1,13
25253,240,275,11,18
25254,713,2000,14,64
25255,570,570,63,64
25256,190,190,9,17
25257,256,340,7,25
25258,360,795,10,34
25259,322,430,25,35
25260,430,510,35,51
25261,250,415,12,30
25262,400,490,21,37
25263,635,1150,14,30
25264,392,1399,10,63
25265,307,410,17,27
25266,589,589,64,65
25267,668,950,15,29
25268,240,362,15,30
25269,480,659,36,44
25270,330,535,2,33
25271,610,665,46,50
25272,580,880,21,45
25273,365,430,29,33
25274,280,419,8,24
25275,175,215,4,12
25276,215,350,12,27
25277,490,575,35,46
25278,270,800,6,45
25279,320,750,1,54
25280,359,600,21,51
25281,355,669,17,37
25282,285,382,16,23
25283,335,620,26,66
25284,495,518,33,35
25285,290,290,11,12
25286,470,585,34,50
25287,630,780,21,31
25288,500,530,46,54
25289,520,630,30,40
25290,505,565,54,58
25291,410,620,25,32
25292,573,1348,13,37
25293,980,1360,26,36
25294,645,920,32,54
25295,450,740,27,37
25296,314,610,25,61
25297,335,545,13,34
25298,595,730,30,35
25299,370,790,23,38
25300,640,1000,26,62
25301,1225,1510,29,46
25302,320,700,11,51
25303,619,795,16,18
25304,150,210,16,27
25305,480,494,59,62
25306,180,270,12,24
25307,1556,1556,63,65
25308,469,684,30,61
25309,378,630,10,36
25310,285,285,35,37
25311,252,365,13,27
25312,846,1480,19,39
25313,650,930,32,53
25314,460,515,30,34
25315,515,620,34,62
25316,550,630,32,45
25317,315,460,27,53
25318,400,565,29,35
25319,366,419,10,18
25320,410,615,24,34
25321,170,325,6,28
25322,230,275,5,12
25323,288,505,15,34
25324,215,330,5,26
25325,261,640,6,34
25326,380,670,21,55
25327,385,600,32,38
25328,275,435,11,33
25329,395,470,17,29
25330,470,639,29,39
25331,340,620,23,53
25332,867,1149,58,60
25333,357,460,18,33
25334,1089,1210,58,59
25335,600,650,36,49
25336,365,500,12,28
25337,430,620,22,33
25338,379,508,30,38
25339,545,710,25,57
25340,400,455,18,29
25341,280,430,16,27
25342,275,460,8,29
25343,315,420,22,32
25344,295,540,5,34
25345,280,440,9,23
25346,700,890,34,59
25347,235,630,12,55
25348,251,290,6,10
25349,386,989,12,64
25350,425,700,27,45
25351,420,650,23,53
25352,542,560,32,43
25353,397,540,36,43
25354,574,690,36,47
25355,300,380,9,24
25356,380,549,24,36
25357,652,1250,13,23
25358,488,540,8,10
25359,410,430,22,28
25360,760,1090,32,37
25361,500,820,23,54
25362,725,810,35,65
25363,235,400,5,24
25364,225,415,5,29
25365,370,500,15,29
25366,285,315,25,26
25367,640,690,38,47
25368,480,700,29,38
25369,450,775,25,66
25370,580,600,43,53
25371,1118,1306,59,62
25372,581,749,27,49
25373,235,475,11,35
25374,375,630,5,27
25375,445,599,26,35
25376,289,431,31,38
25377,1128,1128,60,62
25378,273,389,5,28
25379,775,980,15,23
25380,527,640,34,38
25381,649,700,34,47
25382,495,510,33,35
25383,402,828,8,34
25384,555,920,14,39
25385,272,289,3,5
25386,289,315,5,7
25387,487,1000,4,48
25388,290,430,27,47
25389,240,330,6,25
25390,320,335,11,12
25391,550,550,57,61
25392,474,615,30,44
25393,330,439,13,27
25394,439,605,27,53
25395,269,460,6,26
25396,770,920,43,63
25397,632,778,29,43
25398,365,430,14,27
25399,379,530,18,31
25400,515,670,11,23
25401,670,960,23,40
25402,1480,1605,31,51
25403,630,630,57,59
25404,320,740,11,35
25405,540,730,14,29
25406,238,500,21,31
25407,1520,1800,54,61
25408,260,340,22,32
25409,350,740,25,39
25410,290,310,10,11
25411,560,895,27,63
25412,220,600,7,37
25413,537,685,33,53
25414,230,605,17,38
25415,245,270,13,25
25416,415,425,26,27
25417,320,520,21,32
25418,780,850,39,54
25419,525,595,11,19
25420,205,450,13,42
25421,340,570,6,34
25422,369,520,11,23
25423,310,569,37,55
25424,145,190,11,25
25425,210,310,6,25
25426,360,575,30,55
25427,419,530,28,37
25428,530,590,37,53
25429,300,600,10,44
25430,265,420,20,43
25431,325,445,33,35
25432,289,395,27,36
25433,275,340,10,17
25434,700,845,37,59
25435,580,950,23,55
25436,375,923,7,54
25437,910,910,63,64
25438,480,525,5,10
25439,525,1020,10,33
25440,500,835,25,47
25441,355,530,30,47
25442,420,565,22,38
25443,555,690,37,65
25444,1400,1800,27,38
25445,175,440,22,44
25446,215,270,25,32
25447,382,760,15,38
25448,173,300,8,34
25449,642,1170,10,29
25450,235,269,19,25
25451,202,380,7,34
25452,330,575,7,32
25453,445,720,9,30
25454,625,820,34,47
25455,380,425,15,26
25456,425,680,26,40
25457,280,685,13,61
25458,265,290,12,23
25459,280,470,17,36
25460,440,900,8,37
25461,460,645,25,33
25462,675,1400,10,47
25463,420,460,22,26
25464,370,519,13,25
25465,340,355,34,35
25466,265,389,15,31
25467,580,725,28,49
25468,566,1050,13,39
25469,265,380,27,46
25470,315,390,28,35
25471,475,720,27,51
25472,280,360,5,19
25473,255,400,26,36
25474,340,660,17,54
25475,370,760,23,42
25476,320,670,12,52
25477,360,450,31,35
25478,470,540,27,32
25479,1660,2112,35,51
25480,299,770,30,36
25481,300,345,11,20
25482,250,300,12,32
25483,350,409,33,36
25484,370,647,25,53
25485,455,715,23,35
25486,330,470,26,34
25487,300,357,5,6
25488,304,332,18,32
25489,450,460,25,27
25490,360,400,46,47
25491,264,269,14,15
25492,193,515,18,53
25493,200,490,9,36
25494,340,740,11,56
25495,390,410,7,9
25496,325,345,26,32
25497,290,330,17,32
25498,390,790,27,66
25499,550,875,34,63
25500,250,430,6,23
25501,430,650,23,38
25502,175,233,8,18
25503,570,650,14,22
25504,235,270,25,28
25505,711,768,30,31
25506,596,1129,14,39
25507,255,255,15,19
25508,500,620,14,22
25509,259,269,26,29
25510,300,450,27,35
25511,560,611,33,43
25512,267,277,14,19
25513,619,640,42,53
25514,250,530,10,35
25515,640,1150,24,46
25516,360,770,6,44
25517,659,1080,17,36
25518,329,460,29,33
25519,265,320,17,26
25520,720,1090,29,62
25521,125,199,9,34
25522,199,280,34,55
25523,200,325,6,9
25524,220,265,28,30
25525,620,740,39,53
25526,620,1120,14,34
25527,670,910,32,38
25528,339,550,29,39
25529,435,820,26,45
25530,230,340,9,28
25531,440,695,37,59
25532,270,585,7,30
25533,585,750,30,47
25534,440,550,37,46
25535,370,549,26,59
25536,392,440,34,38
25537,400,825,29,44
25538,150,160,11,31
25539,260,415,28,38
25540,395,679,16,61
25541,262,325,9,26
25542,325,510,26,46
25543,530,1050,19,40
25544,1050,1160,40,50
25545,345,875,7,46
25546,480,700,21,31
25547,250,590,3,54
25548,379,670,15,32
25549,667,715,35,45
25550,300,510,13,35
25551,335,660,23,44
25552,260,525,27,53
25553,369,659,26,57
25554,514,690,31,39
25555,905,1000,40,53
25556,215,280,9,23
25557,215,550,9,38
25558,290,290,14,15
25559,225,400,6,25
25560,216,285,13,29
25561,390,580,27,35
25562,245,500,17,50
25563,289,520,28,44
25564,250,430,18,31
25565,650,825,33,38
25566,1502,1925,34,46
25567,448,490,31,32
25568,525,740,24,54
25569,535,855,29,64
25570,276,369,27,35
25571,280,300,25,28
25572,382,480,18,29
25573,590,1080,23,46
25574,255,300,5,25
25575,209,325,7,27
25576,330,420,36,39
25577,330,500,38,55
25578,215,300,17,36
25579,260,425,5,23
25580,610,610,31,32
25581,400,835,16,46
25582,235,279,17,24
25583,279,410,24,50
25584,400,650,27,62
25585,440,645,24,37
25586,310,440,22,27
25587,300,695,18,43
25588,484,600,35,43
25589,439,660,33,40
25590,441,665,33,40
25591,450,505,29,35
25592,265,350,22,30
25593,250,320,28,35
25594,279,430,13,36
25595,250,329,17,31
25596,649,900,23,42
25597,640,690,40,50
25598,560,979,17,35
25599,325,350,60,61
25600,890,970,53,62
25601,650,750,34,37
25602,705,830,31,33
25603,325,460,44,57
25604,480,609,14,27
25605,460,780,11,33
25606,450,450,45,50
25607,398,439,32,38
25608,530,730,28,43
25609,230,350,19,31
25610,513,630,30,36
25611,370,470,36,62
25612,499,878,14,44
25613,200,545,7,38
25614,400,490,14,22
25615,219,329,5,31
25616,450,600,32,37
25617,410,680,27,49
25618,455,627,26,37
25619,220,440,26,38
25620,227,315,12,35
25621,339,665,17,36
25622,290,400,17,27
25623,230,440,30,35
25624,185,225,7,21
25625,314,425,6,31
25626,389,435,34,40
25627,285,550,20,66
25628,290,650,8,37
25629,160,340,24,46
25630,200,550,17,50
25631,299,515,5,28
25632,210,220,22,25
25633,315,700,20,43
25634,390,425,13,14
25635,329,469,14,48
25636,830,830,34,35
25637,275,490,9,33
25638,400,595,31,46
25639,270,440,16,38
25640,625,669,37,43
25641,950,950,63,64
25642,300,425,4,18
25643,1530,1530,59,60
25644,450,900,14,54
25645,470,715,25,49
25646,250,710,9,53
25647,525,960,18,52
25648,815,1000,43,54
25649,287,470,10,30
25650,470,670,30,54
25651,205,270,4,26
25652,750,880,35,50
25653,305,390,32,40
25654,301,575,18,37
25655,215,285,13,28
25656,285,378,28,35
25657,210,250,29,37
25658,290,340,14,18
25659,595,669,13,18
25660,300,490,13,36
25661,550,600,10,15
25662,1390,1390,37,38
25663,260,270,11,17
25664,550,590,42,43
25665,335,535,31,34
25666,535,535,34,35
25667,310,400,9,28
25668,290,480,13,34
25669,430,817,5,26
25670,380,640,29,64
25671,230,290,11,17
25672,290,715,17,64
25673,390,600,10,26
25674,310,320,17,25
25675,329,485,27,46
25676,530,665,27,35
25677,330,760,7,46
25678,530,970,15,42
25679,280,630,15,50
25680,430,665,20,45
25681,330,400,22,27
25682,400,699,27,38
25683,355,635,26,63
25684,350,379,8,10
25685,560,690,29,37
25686,435,1020,13,47
25687,520,712,29,47
25688,671,870,26,35
25689,309,590,8,53
25690,505,780,30,62
25691,459,520,25,33
25692,460,550,30,32
25693,280,440,30,38
25694,275,480,23,36
25695,300,345,31,34
25696,729,748,35,36
25697,375,470,21,29
25698,370,389,33,38
25699,920,920,38,51
25700,280,420,26,39
25701,372,410,44,54
25702,530,840,25,43
25703,405,680,14,30
25704,371,585,18,31
25705,215,270,17,28
25706,410,650,2,22
25707,465,600,29,49
25708,300,400,20,26
25709,450,490,32,48
25710,362,550,25,31
25711,550,720,31,34
25712,380,680,19,34
25713,180,460,2,36
25714,295,460,18,31
25715,184,228,12,18
25716,335,400,19,26
25717,400,665,26,37
25718,250,360,27,35
25719,485,600,13,23
25720,325,420,34,57
25721,610,940,20,35
25722,135,525,1,46
25723,525,650,35,49
25724,540,715,30,45
25725,385,455,21,28
25726,455,620,28,35
25727,310,600,13,55
25728,600,620,55,60
25729,328,560,26,38
25730,580,580,62,63
25731,409,640,27,43
25732,600,700,44,48
25733,249,555,9,36
25734,370,380,28,29
25735,724,900,29,48
25736,245,274,13,25
25737,520,729,22,54
25738,615,875,21,31
25739,400,650,11,56
25740,186,220,6,30
25741,350,515,34,44
25742,590,900,25,35
25743,450,715,5,32
25744,470,700,27,36
25745,210,265,11,29
25746,190,273,8,26
25747,390,669,26,64
25748,420,540,34,36
25749,540,580,36,38
25750,296,340,26,28
25751,400,635,18,39
25752,480,620,31,55
25753,929,1370,11,27
25754,880,1315,22,30
25755,832,1310,35,55
25756,780,820,32,53
25757,290,298,5,16
25758,298,610,16,44
25759,360,530,31,53
25760,739,820,1,14
25761,520,565,36,39
25762,340,700,24,37
25763,270,355,5,19
25764,910,1250,38,55
25765,780,890,28,33
25766,399,770,7,32
25767,440,650,29,47
25768,365,825,6,39
25769,350,390,22,30
25770,587,680,34,46
25771,500,875,23,37
25772,200,550,16,46
25773,295,380,6,17
25774,295,365,9,17
25775,690,890,33,39
25776,398,695,13,37
25777,315,714,12,35
25778,400,470,21,30
25779,1190,1245,32,43
25780,465,660,27,33
25781,780,780,46,47
25782,430,454,39,46
25783,200,260,39,43
25784,220,290,15,25
25785,295,580,11,38
25786,415,760,14,45
25787,450,580,35,45
25788,419,570,23,34
25789,535,720,19,28
25790,720,985,28,37
25791,320,480,17,50
25792,230,332,6,18
25793,332,375,18,23
25794,525,609,17,28
25795,235,420,13,38
25796,570,660,32,34
25797,420,550,9,24
25798,200,315,15,36
25799,420,475,23,29
25800,475,659,29,38
25801,300,535,21,35
25802,440,440,61,63
25803,250,330,6,15
25804,210,290,11,29
25805,300,300,51,52
25806,210,300,24,51
25807,300,300,51,52
25808,285,317,33,35
25809,317,335,35,37
25810,225,530,11,52
25811,285,332,31,33
25812,570,620,33,42
25813,550,799,28,42
25814,475,485,31,33
25815,570,745,29,43
25816,289,420,17,33
25817,378,410,19,27
25818,330,800,2,39
25819,290,400,6,20
25820,430,430,36,38
25821,790,795,26,27
25822,328,328,18,19
25823,355,485,2,22
25824,850,1140,62,66
25825,360,399,28,33
25826,195,480,3,54
25827,665,735,37,43
25828,380,655,19,38
25829,438,600,26,38
25830,279,470,13,32
25831,155,435,2,62
25832,210,638,2,56
25833,250,520,13,43
25834,265,359,14,27
25835,330,490,24,33
25836,335,670,14,38
25837,260,325,7,22
25838,325,630,22,45
25839,555,620,14,22
25840,360,540,29,38
25841,340,419,17,29
25842,224,269,13,22
25843,680,725,35,38
25844,1250,1350,34,46
25845,134,450,23,57
25846,210,370,10,55
25847,389,575,31,39
25848,195,400,25,46
25849,135,320,3,28
25850,335,430,25,35
25851,310,665,17,65
25852,520,775,31,55
25853,405,665,2,26
25854,325,390,13,30
25855,590,835,27,37
25856,210,290,14,30
25857,550,620,34,36
25858,445,445,30,31
25859,650,880,28,43
25860,260,390,19,29
25861,390,600,29,40
25862,260,385,17,31
25863,240,280,11,21
25864,250,530,9,39
25865,340,520,3,28
25866,270,740,6,54
25867,485,700,31,39
25868,190,300,8,35
25869,280,340,31,33
25870,690,690,35,36
25871,180,445,9,55
25872,395,798,13,54
25873,385,760,15,54
25874,430,530,24,31
25875,450,590,30,37
25876,285,355,19,33
25877,235,430,17,38
25878,427,650,14,31
25879,499,499,57,58
25880,519,599,27,30
25881,342,451,27,34
25882,461,470,23,25
25883,725,729,57,63
25884,185,265,3,22
25885,305,390,29,37
25886,600,660,36,51
25887,590,1100,21,47
25888,210,275,10,27
25889,630,1550,16,37
25890,270,390,6,28
25891,380,440,23,31
25892,520,600,34,35
25893,530,561,32,34
25894,254,368,2,33
25895,300,375,24,35
25896,345,381,12,19
25897,381,393,19,21
25898,362,477,25,36
25899,750,820,34,63
25900,520,760,29,37
25901,450,590,32,37
25902,240,580,11,62
25903,250,275,9,25
25904,470,1050,18,61
25905,330,470,31,40
25906,225,460,6,37
25907,340,470,6,14
25908,375,495,22,30
25909,720,750,45,54
25910,415,600,27,34
25911,380,515,27,46
25912,420,420,28,29
25913,270,640,12,49
25914,428,620,29,38
25915,229,230,2,20
25916,230,450,20,45
25917,265,580,23,63
25918,320,550,18,39
25919,485,500,32,33
25920,400,600,27,35
25921,600,720,29,43
25922,700,850,37,40
25923,140,325,29,59
25924,320,540,24,36
25925,700,975,14,29
25926,485,640,30,37
25927,445,750,19,35
25928,215,450,8,38
25929,560,790,28,38
25930,650,730,14,22
25931,320,605,22,65
25932,345,650,23,35
25933,115,115,24,26
25934,300,335,15,28
25935,365,472,30,31
25936,472,660,31,44
25937,385,400,46,53
25938,660,850,33,55
25939,310,375,27,48
25940,275,420,20,31
25941,420,490,31,47
25942,358,579,22,36
25943,265,335,24,34
25944,697,975,29,39
25945,569,675,37,39
25946,370,800,12,48
25947,250,390,9,33
25948,380,380,39,46
25949,170,190,11,16
25950,290,335,5,10
25951,335,710,10,37
25952,350,373,26,28
25953,445,920,20,63
25954,145,235,31,43
25955,185,355,7,34
25956,238,350,12,29
25957,604,665,32,36
25958,365,490,34,65
25959,236,275,13,30
25960,490,600,10,25
25961,600,900,25,53
25962,360,650,20,54
25963,440,800,11,50
25964,450,732,27,45
25965,190,350,12,46
25966,315,500,23,33
25967,120,180,38,48
25968,207,290,2,25
25969,230,480,20,36
25970,230,474,37,60
25971,337,600,27,36
25972,375,400,38,44
25973,730,790,36,50
25974,299,299,35,37
25975,580,740,37,51
25976,450,530,23,31
25977,790,1050,53,61
25978,280,550,26,53
25979,380,380,34,35
25980,300,580,28,46
25981,480,800,14,62
25982,800,808,62,63
25983,250,345,14,29
25984,220,535,30,37
25985,185,369,14,44
25986,599,700,31,36
25987,180,190,14,31
25988,265,450,7,43
25989,232,515,27,65
25990,290,640,23,36
25991,1050,1080,36,39
25992,350,439,32,36
25993,620,740,36,38
25994,178,325,27,53
25995,210,215,2,22
25996,215,289,22,38
25997,185,430,20,59
25998,380,425,40,52
25999,492,670,33,45
26000,239,329,5,17
26001,720,980,28,48
26002,520,572,35,42
26003,271,530,11,53
26004,390,450,34,53
26005,350,650,27,54
26006,260,570,8,63
26007,250,325,17,29
26008,390,655,18,34
26009,535,810,30,62
26010,310,560,17,35
26011,400,600,59,63
26012,140,260,25,54
26013,180,639,4,62
26014,350,556,1,32
26015,315,620,4,35
26016,620,620,35,37
26017,445,520,29,33
26018,355,540,28,43
26019,185,350,24,43
26020,258,500,31,54
26021,280,297,4,6
26022,297,330,6,26
26023,400,525,26,40
26024,340,500,38,52
26025,500,850,21,55
26026,580,650,50,63
26027,160,215,26,29
26028,750,1000,31,54
26029,420,750,26,37
26030,740,810,37,44
26031,167,235,8,35
26032,865,1100,35,61
26033,250,298,12,15
26034,211,285,24,27
26035,305,650,10,39
26036,660,660,60,61
26037,720,1080,32,63
26038,270,310,12,19
26039,265,285,20,32
26040,635,635,35,36
26041,380,470,14,23
26042,240,450,19,43
26043,385,575,28,38
26044,409,450,17,22
26045,179,350,12,33
26046,345,478,23,35
26047,310,363,10,32
26048,455,1100,11,34
26049,780,1265,28,63
26050,600,930,22,45
26051,210,289,5,12
26052,310,450,9,27
26053,230,388,30,38
26054,310,445,10,28
26055,445,710,28,37
26056,220,480,12,34
26057,269,315,5,14
26058,270,455,13,31
26059,455,670,31,63
26060,500,895,20,62
26061,320,635,19,64
26062,355,757,33,64
26063,225,470,6,54
26064,350,623,25,38
26065,830,980,34,63
26066,465,600,31,37
26067,290,410,17,39
26068,450,605,25,33
26069,500,690,30,37
26070,630,1100,30,54
26071,650,730,37,39
26072,499,504,63,64
26073,415,575,21,29
26074,325,600,13,48
26075,255,355,5,21
26076,160,245,31,54
26077,429,699,31,61
26078,330,510,21,55
26079,860,860,39,42
26080,250,375,10,31
26081,340,376,19,22
26082,285,400,20,30
26083,365,440,29,34
26084,435,625,33,61
26085,280,320,14,18
26086,300,300,35,36
26087,190,190,26,31
26088,520,785,31,51
26089,350,750,8,65
26090,250,570,26,54
26091,465,750,33,39
26092,680,780,51,53
26093,260,550,30,61
26094,330,600,8,34
26095,365,379,35,36
26096,490,559,29,34
26097,180,269,29,38
26098,385,600,27,38
26099,579,690,28,38
26100,450,650,26,45
26101,500,500,39,51
26102,400,850,27,39
26103,560,560,33,36
26104,580,580,57,60
26105,350,451,23,31
26106,451,645,31,38
26107,410,620,22,35
26108,330,415,15,20
26109,550,550,32,33
26110,265,320,10,17
26111,304,318,5,6
26112,175,400,26,44
26113,590,800,35,53
26114,360,630,23,56
26115,325,400,30,37
26116,255,255,11,12
26117,200,260,2,32
26118,460,690,23,47
26119,639,1220,8,32
26120,668,805,33,43
26121,380,400,30,31
26122,800,1000,29,36
26123,640,680,24,29
26124,680,1150,29,50
26125,420,660,27,29
26126,280,365,3,13
26127,563,690,31,38
26128,480,540,35,39
26129,950,1250,29,38
26130,229,255,13,28
26131,190,230,14,23
26132,500,580,50,52
26133,280,520,10,53
26134,520,729,29,38
26135,1050,1210,35,61
26136,162,300,3,57
26137,199,310,13,39
26138,709,875,33,43
26139,270,450,10,23
26140,285,345,20,26
26141,383,540,31,44
26142,771,790,32,46
26143,250,470,28,60
26144,280,599,11,56
26145,590,700,25,32
26146,615,750,26,34
26147,750,1000,34,37
26148,680,755,35,54
26149,190,350,11,26
26150,400,697,29,57
26151,497,680,30,49
26152,100,269,33,51
26153,340,395,22,27
26154,535,830,25,39
26155,630,1100,30,54
26156,230,250,43,54
26157,115,120,3,4
26158,410,780,7,59
26159,179,200,11,30
26160,550,870,17,39
26161,350,350,64,65
26162,550,555,38,45
26163,530,905,25,45
26164,762,763,31,32
26165,137,359,23,50
26166,260,320,32,35
26167,317,560,18,33
26168,180,210,2,14
26169,210,270,14,33
26170,799,799,63,64
26171,192,385,12,34
26172,575,1250,6,37
26173,350,449,37,53
26174,420,450,8,13
26175,825,875,29,32
26176,560,900,25,61
26177,730,880,26,33
26178,350,389,18,23
26179,360,570,27,53
26180,450,710,26,38
26181,390,599,22,34
26182,453,670,27,38
26183,290,538,14,36
26184,550,625,35,53
26185,370,570,36,39
26186,153,220,31,43
26187,420,550,27,35
26188,339,485,11,31
26189,585,750,20,32
26190,300,350,26,49
26191,255,350,9,28
26192,240,289,24,35
26193,680,800,29,35
26194,220,285,36,38
26195,399,780,11,37
26196,390,620,25,44
26197,350,500,28,40
26198,190,399,5,38
26199,335,550,30,33
26200,300,683,5,37
26201,305,648,8,53
26202,433,735,17,54
26203,270,355,11,24
26204,180,580,8,43
26205,312,365,13,18
26206,229,305,6,26
26207,260,330,29,36
26208,210,400,32,49
26209,934,950,35,53
26210,235,280,39,45
26211,139,320,23,60
26212,255,275,2,13
26213,440,470,35,55
26214,309,310,9,11
26215,175,330,23,46
26216,299,450,30,39
26217,365,579,22,38
26218,155,160,8,32
26219,465,510,37,39
26220,575,830,23,35
26221,275,405,33,43
26222,130,180,23,36
26223,825,825,63,64
26224,320,335,21,25
26225,410,505,32,35
26226,460,560,31,38
26227,865,875,35,47
26228,135,159,5,36
26229,810,1240,22,47
26230,437,579,32,49
26231,255,450,28,59
26232,150,299,37,54
26233,250,330,27,45
26234,220,520,13,38
26235,150,220,23,32
26236,220,400,10,29
26237,175,285,19,43
26238,285,320,43,54
26239,456,456,9,14
26240,299,310,7,12
26241,575,580,34,35
26242,335,650,9,32
26243,645,850,29,49
26244,245,420,27,47
26245,350,405,17,21
26246,475,1000,27,61
26247,370,615,22,37
26248,130,249,31,53
26249,208,240,6,16
26250,255,290,5,7
26251,223,425,2,35
26252,270,360,25,32
26253,245,305,7,22
26254,230,570,3,35
26255,205,260,13,34
26256,260,355,34,39
26257,140,140,18,19
26258,250,335,31,37
26259,490,725,21,29
26260,510,620,33,37
26261,189,230,1,7
